index_,index,customer_city,customer_state,customer_zip_code_prefix,id,most_voted_class,most_voted_subclass,order_aproved_at,order_delivered_customer_date,order_estimated_delivery_date,order_freight_value,order_items_qty,order_products_value,order_purchase_timestamp,order_sellers_qty,order_status,product_category_name,product_description_length,product_name_length,product_photos_qty,review_answer_timestamp,review_comment_message,review_creation_date,review_score,votes_before_estimate,votes_delayed,votes_low_quality,votes_not_as_anounced,votes_other_delivery,votes_other_order,votes_partial_delivery,votes_return,votes_satisfied
65,65,Sao Jose dos Campos,SP,122,66,satisfeito_com_pedido,satisfeito,2017-11-29 02:20:33.768092,2017-12-01 16:52:23.750825,2017-12-12 00:00:00.000000,10.85,1,233.0,2017-11-28 13:12:45,1,delivered,perfumaria,805,51,1,2017-12-04 12:21:43,excelente atendimento recomendo,2017-12-02 00:00:00,5,0,0,0,0,0,0,0,0,3
66,66,Belo Horizonte,MG,301,67,problemas_de_entrega,atrasado,2018-03-01 11:31:08.131974,2018-03-27 20:08:46.048068,2018-03-21 00:00:00.000000,18.2,1,135.9,2018-03-01 11:16:40,1,delivered,beleza_saude,2729,46,1,2018-03-24 04:15:13,muita demora e nenhuma informação,2018-03-23 00:00:00,1,0,3,0,0,0,0,0,0,0
67,67,Montes Claros,MG,394,68,satisfeito_com_pedido,antes_prazo,2018-01-20 17:00:35.484461,2018-01-29 19:12:22.874871,2018-02-19 00:00:00.000000,17.67,1,59.9,2018-01-20 16:34:26,1,delivered,beleza_saude,1305,46,1,2018-01-30 23:55:43,entrega muito rápida e produto de ótima qualidade,2018-01-30 00:00:00,5,2,0,0,0,0,0,0,0,1
68,68,Praia Grande,SP,117,69,satisfeito_com_pedido,satisfeito,2017-04-07 20:42:34.627884,2017-04-28 20:19:31.037524,2017-04-28 00:00:00.000000,7.31,1,69.9,2017-04-07 20:30:00,2,delivered,cama_mesa_banho,535,57,1,2017-05-03 00:32:59,recomendaria pois estou satisfeita com minhas compras,2017-04-29 00:00:00,5,0,0,0,0,0,0,0,0,3
69,69,Mogi das Cruzes,SP,88,70,satisfeito_com_pedido,antes_prazo,2017-11-07 06:31:25.805668,2017-11-09 16:59:32.295966,2017-11-28 00:00:00.000000,11.73,1,34.2,2017-11-06 22:49:10,1,delivered,utilidades_domesticas,711,45,1,2017-11-12 22:58:57,entrega antes do prazo e exame te nas medidas informadas exatamente como eu preciso,2017-11-10 00:00:00,5,3,0,0,0,0,0,0,0,0
70,70,Campinas,SP,130,71,problemas_de_entrega,atrasado,2017-11-22 23:06:22.896294,2017-11-28 17:38:57.209210,2017-12-04 00:00:00.000000,7.78,1,27.9,2017-11-22 22:49:54,1,delivered,cama_mesa_banho,471,33,1,2017-12-03 23:13:04,nao recebi o produto,2017-11-29 00:00:00,1,0,3,0,0,0,0,0,0,0
71,71,Santa Rita de Caldas,MG,377,72,satisfeito_com_pedido,satisfeito,2017-04-12 02:50:20.950955,2017-05-03 06:51:15.342009,2017-05-05 00:00:00.000000,22.1,1,89.99,2017-04-10 19:33:02,1,delivered,utilidades_domesticas,1636,52,3,2017-05-05 00:37:50,recomendo,2017-05-04 00:00:00,3,0,0,0,0,0,0,0,0,3
72,72,Sao Joao dos Patos,MA,656,73,problemas_de_entrega,atrasado,2017-11-27 19:56:59.601857,2018-01-12 22:58:47.806840,2017-12-27 00:00:00.000000,35.91,1,84.99,2017-11-27 19:28:04,1,delivered,beleza_saude,1495,49,3,2017-12-29 12:49:34,não sei se é culpa da loja ou dos correios mais comprei já tem um mês e não recebi por isso recomendaria,2017-12-29 00:00:00,1,0,3,0,0,0,0,0,0,0
73,73,Angra dos Reis,RJ,239,74,problemas_de_entrega,entrega_parcial,2017-12-02 02:38:25.527447,2018-01-05 17:06:15.484568,2018-01-04 00:00:00.000000,17.88,1,89.9,2017-12-01 12:18:11,1,delivered,cama_mesa_banho,188,58,1,2018-01-05 18:15:21,comprei dois produtos iguais tive que pagar frete separado e pra piorar umas das encomendas retornaou e eu não sei como vou fazer para receber minha encomenda não recomendo esta empresa,2018-01-04 00:00:00,1,0,0,0,0,1,0,2,0,0
74,74,SAO PAULO,SP,82,75,satisfeito_com_pedido,satisfeito,2017-12-07 03:10:54.705304,2017-12-21 15:28:27.757819,2017-12-28 00:00:00.000000,8.72,1,56.99,2017-12-06 14:19:08,1,delivered,perfumaria,969,48,3,2017-12-22 21:19:09,minha esposa gostou,2017-12-22 00:00:00,5,0,0,0,0,0,0,0,0,3
75,75,Belo Horizonte,MG,303,76,satisfeito_com_pedido,antes_prazo,2018-01-18 20:19:27.274243,2018-01-25 19:03:42.435063,2018-02-08 00:00:00.000000,60.29,1,248.99,2018-01-18 20:07:53,1,delivered,malas_acessorios,526,53,2,2018-01-28 23:51:42,recebi o produto em um prazo muito menor que o estimado o que pra mim foi ótimo,2018-01-26 00:00:00,5,3,0,0,0,0,0,0,0,0
76,76,Sinop,MT,785,77,satisfeito_com_pedido,satisfeito,2017-04-14 00:44:01.255489,2017-05-11 14:03:48.553225,2017-05-17 00:00:00.000000,22.28,1,29.4,2017-04-13 23:47:01,1,delivered,informatica_acessorios,1165,59,3,2017-05-15 06:54:46,produto bem embalado e atendimento da loja perfeito,2017-05-12 00:00:00,5,0,0,0,0,0,0,0,0,3
77,77,Sao Paulo,SP,14,78,satisfeito_com_pedido,satisfeito,2017-08-10 10:55:24.306258,2017-08-15 15:52:34.925469,2017-08-31 00:00:00.000000,17.59,1,279.9,2017-08-10 10:42:48,1,delivered,papelaria,791,41,4,2017-08-16 22:26:25,tudo ótimo,2017-08-16 00:00:00,5,0,0,0,0,0,0,0,0,3
78,78,Taubate,SP,120,79,satisfeito_com_pedido,satisfeito,2017-08-31 08:30:17.099114,2017-09-04 20:59:55.751379,2017-09-20 00:00:00.000000,11.85,1,38.4,2017-08-31 08:15:24,1,delivered,moveis_decoracao,789,41,1,2017-09-09 15:50:03,potente e grande,2017-09-05 00:00:00,5,1,0,0,0,0,0,0,0,2
79,79,Sao Paulo,SP,50,80,satisfeito_com_pedido,satisfeito,2018-02-16 13:50:35.114574,2018-02-20 01:35:18.319513,2018-03-02 00:00:00.000000,9.83,1,233.91,2018-02-16 13:38:31,1,delivered,perfumaria,163,45,1,2018-02-23 14:04:49,super rápido a entrega não tive problema algum,2018-02-21 00:00:00,5,1,0,0,0,0,0,0,0,2
80,80,Porto Alegre,RS,919,81,satisfeito_com_pedido,satisfeito,2017-09-19 08:05:56.492634,2017-10-04 18:58:02.578960,2017-10-13 00:00:00.000000,15.11,1,16.9,2017-09-19 07:53:29,2,delivered,moveis_decoracao,1064,55,1,2017-10-06 03:39:27,melhor do que o esperado,2017-10-05 00:00:00,5,0,0,0,0,0,0,0,0,3
81,81,Sao Paulo,SP,41,82,satisfeito_com_pedido,satisfeito,2017-10-14 14:05:41.104093,2017-11-03 18:53:02.057429,2017-11-09 00:00:00.000000,38.55,1,143.0,2017-10-14 13:49:46,1,delivered,perfumaria,659,40,2,2017-11-04 17:03:33,são muito atenciosos e prestativos,2017-11-04 00:00:00,5,0,0,0,0,0,0,0,0,3
82,82,Sao Paulo,SP,44,83,problemas_de_entrega,entrega_parcial,2017-11-17 04:15:31.445018,2017-12-05 18:07:48.683249,2017-12-06 00:00:00.000000,14.1,2,98.0,2017-11-15 21:34:59,1,delivered,moveis_decoracao,2128,58,2,2017-12-07 01:27:22,eu comprei dois kits e só foi entregue 1 preciso de um retorno urgente,2017-12-06 00:00:00,5,0,0,0,0,0,0,3,0,0
83,83,Guarulhos,SP,70,84,satisfeito_com_pedido,satisfeito,2018-02-13 15:07:35.367024,2018-02-15 13:15:39.388779,2018-03-01 00:00:00.000000,11.73,1,27.19,2018-02-13 14:38:18,1,delivered,utilidades_domesticas,828,58,1,2018-02-16 17:53:34,caneca excelente muito bonita grande e chegou antes do prazo ótimo produto,2018-02-16 00:00:00,5,1,0,0,0,0,0,0,0,2
84,84,Macae,RJ,279,85,satisfeito_com_pedido,satisfeito,2017-08-16 11:04:34.948602,2017-08-22 21:02:57.455424,2017-09-01 00:00:00.000000,12.35,1,18.99,2017-08-12 08:58:19,1,delivered,esporte_lazer,305,52,1,2017-08-24 20:43:29,ótima loja material super indico,2017-08-23 00:00:00,4,0,0,0,0,0,0,0,0,3
85,85,Rio Verde,GO,759,86,satisfeito_com_pedido,satisfeito,2017-07-09 21:30:14.941969,2017-07-26 19:29:27.079041,2017-08-03 00:00:00.000000,64.02,1,63.0,2017-07-09 21:20:07,1,delivered,esporte_lazer,893,58,1,2017-07-28 19:11:20,rápido com a entrega e halteres bom material,2017-07-27 00:00:00,5,1,0,0,0,0,0,0,0,2
86,86,Campo Grande,AL,573,87,satisfeito_com_pedido,satisfeito,2017-05-05 22:10:11.856420,2017-05-15 13:16:13.909874,2017-06-07 00:00:00.000000,20.8,1,39.9,2017-05-05 21:58:40,1,delivered,brinquedos,678,56,3,2017-05-17 07:17:05,muito rápido,2017-05-16 00:00:00,5,0,0,0,0,0,0,0,0,3
87,87,Sao Paulo,SP,32,88,satisfeito_com_pedido,satisfeito,2017-06-27 03:45:18.728229,2017-07-04 16:23:44.216977,2017-07-14 00:00:00.000000,18.73,1,144.94,2017-06-23 20:19:48,1,delivered,moveis_escritorio,954,54,1,2017-07-06 13:47:05,adorei o produto,2017-07-05 00:00:00,5,0,0,0,0,0,0,0,0,3
88,88,Recife,PE,520,89,problemas_de_entrega,entrega_parcial,2017-12-12 23:12:41.515423,2017-12-21 22:41:43.851688,2018-01-09 00:00:00.000000,22.4,1,34.9,2017-12-12 22:58:44,1,delivered,moveis_decoracao,314,62,1,2017-12-25 06:17:03,até o momento recebi apenas um dos produtos falta entregar o outro,2017-12-22 00:00:00,1,0,0,0,0,0,0,3,0,0
89,89,Piumhii,MG,379,90,satisfeito_com_pedido,satisfeito,2018-03-05 18:30:26.189105,2018-03-16 21:04:06.682773,2018-03-26 00:00:00.000000,15.1,1,19.47,2018-03-05 18:11:25,1,delivered,automotivo,839,46,2,2018-03-19 17:17:09,produto muito bom,2018-03-17 00:00:00,5,0,0,0,0,0,0,0,0,3
90,90,RIO DE JANEIRO,RJ,227,91,problemas_de_entrega,atrasado,2017-09-26 03:28:30.835462,2017-10-02 20:27:34.344388,2017-10-17 00:00:00.000000,15.43,1,239.9,2017-09-25 19:50:03,1,delivered,beleza_saude,2789,53,1,2017-10-26 19:34:13,até agora não sei a onde foi parar meu produto,2017-10-03 00:00:00,1,0,2,0,0,0,0,0,1,0
91,91,BRASILIA,DF,725,92,problemas_de_qualidade,diferente_do_anunciado,2017-07-17 11:05:17.042117,2017-08-05 15:13:58.937913,2017-08-15 00:00:00.000000,22.57,1,439.9,2017-07-17 10:52:40,1,delivered,ferramentas_jardim,248,55,1,2017-08-07 00:29:26,recebi o produto errado tem que ter mais atenção,2017-08-06 00:00:00,1,0,0,0,2,0,0,0,1,0
92,92,RIO DE JANEIRO,RJ,227,93,problemas_de_entrega,atrasado,2018-01-14 00:09:53.625582,2018-04-28 18:51:38.072805,2018-02-15 00:00:00.000000,14.59,1,120.0,2018-01-13 23:59:06,1,delivered,brinquedos,196,60,4,2018-02-17 20:42:26,produto não foi entregue não me deram nenhuma explicação quero meu produto,2018-02-17 00:00:00,1,0,3,0,0,0,0,0,0,0
93,93,Sao Joao de Meriti,RJ,255,94,problemas_de_entrega,outro_entrega,2017-07-14 14:25:15.405212,,2017-08-04 00:00:00.000000,64.74,1,572.0,2017-07-13 15:55:54,1,shipped,cool_stuff,1176,38,3,2017-08-11 20:41:05,aguardando o novo envio do produto pois o produto que estava á caminho o caminho de carga onde ele se encontrava foi roubado entrei em contato e vocês disseram que fariam um novo envio,2017-08-09 00:00:00,1,0,0,0,0,3,0,0,0,0
94,94,Francisco Morato,SP,79,95,satisfeito_com_pedido,satisfeito,2018-03-29 16:46:18.671779,2018-04-06 18:03:42.894122,2018-04-17 00:00:00.000000,11.89,1,34.2,2018-03-29 16:26:30,1,delivered,consoles_games,237,56,3,2018-04-08 05:28:01,sensacional,2018-04-07 00:00:00,5,0,0,0,0,0,0,0,0,3
95,95,Belem,PA,666,96,satisfeito_com_pedido,satisfeito,2017-09-14 02:43:51.501908,2017-09-29 21:03:01.157541,2017-10-18 00:00:00.000000,25.25,1,99.9,2017-09-12 14:58:24,1,delivered,cama_mesa_banho,465,50,1,2017-10-02 18:00:38,excelente,2017-09-30 00:00:00,5,0,0,0,0,0,0,0,0,3
96,96,RIO DE JANEIRO,RJ,230,97,problemas_de_entrega,atrasado,2017-12-14 02:14:35.721754,2018-01-24 21:38:08.029655,2018-01-18 00:00:00.000000,46.73,1,179.99,2017-12-12 21:15:26,1,delivered,moveis_escritorio,802,34,1,2018-01-24 11:22:38,estou extremamente chateado o produto nao chegou eu nao consigo fala com a loja,2018-01-24 00:00:00,1,0,3,0,0,0,0,0,0,0
97,97,Sao Paulo,SP,27,98,satisfeito_com_pedido,satisfeito,2018-03-10 14:30:26.954408,2018-03-16 16:56:40.763222,2018-03-22 00:00:00.000000,8.05,1,169.0,2018-03-10 14:15:16,1,delivered,relogios_presentes,598,30,1,2018-03-18 00:02:49,mto bom pré lógica excelente qualidsde,2018-03-17 00:00:00,5,0,0,0,0,0,0,0,0,3
98,98,Piracicaba,SP,134,99,satisfeito_com_pedido,satisfeito,2018-02-18 13:30:27.718929,2018-03-06 18:34:10.588903,2018-03-21 00:00:00.000000,13.14,1,144.41,2018-02-18 12:27:58,1,delivered,informatica_acessorios,956,47,1,2018-03-09 15:33:01,todas as vezes que comprei nesta loja os produtos chegaram no prazo e em excelentes condições busco sempre o melhor preço e a qualidade nas minhas compras,2018-03-07 00:00:00,5,0,0,0,0,0,0,0,0,3
99,99,Sao Paulo,SP,50,100,problemas_de_entrega,atrasado,2018-03-19 16:30:54.679602,2018-04-07 15:02:05.478246,2018-04-05 00:00:00.000000,13.59,1,165.0,2018-03-19 16:19:32,1,delivered,relogios_presentes,640,55,1,2018-04-07 16:07:48,gostaria de receber pois é um presente,2018-04-07 00:00:00,1,0,3,0,0,0,0,0,0,0
100,100,Uberlandia,MG,384,101,satisfeito_com_pedido,satisfeito,2017-06-14 17:45:14.012019,2017-07-03 14:34:36.500884,2017-07-07 00:00:00.000000,17.81,1,79.99,2017-06-14 17:35:07,1,delivered,moveis_decoracao,460,63,2,2017-07-07 02:24:20,produto de boa qualidade adorei,2017-07-04 00:00:00,5,0,0,0,0,0,0,0,0,3
101,101,Sao Paulo,SP,48,102,problemas_de_qualidade,diferente_do_anunciado,2017-10-03 19:49:19.506548,2017-10-09 19:18:51.621702,2017-10-20 00:00:00.000000,11.73,1,58.99,2017-10-03 19:29:06,1,delivered,beleza_saude,492,59,2,2017-10-10 22:15:03,veio uma tesoura na medida 5 5 e a outra veio 6 0 já tinha adquirido outra vez as tesouras mas desta vez veio errada cada uma de uma medida e o estojo veio com uma qualidade inferior a outra vez,2017-10-10 00:00:00,5,0,0,1,2,0,0,0,0,0
102,102,Salvador,BA,417,103,problemas_de_qualidade,devolucao,2017-09-11 15:15:18.562984,2017-09-28 21:46:02.730383,2017-10-02 00:00:00.000000,28.36,1,139.9,2017-09-11 15:03:58,1,delivered,moveis_sala,312,36,2,2017-09-30 14:24:17,o produto chegou com avarias danificado,2017-09-29 00:00:00,1,0,0,0,0,0,0,0,3,0
103,103,Sao Paulo,SP,41,104,satisfeito_com_pedido,antes_prazo,2017-08-06 13:43:27.008783,2017-08-09 16:00:57.277765,2017-08-25 00:00:00.000000,30.46,2,51.98,2017-08-06 13:32:42,2,delivered,cama_mesa_banho,1092,59,1,2017-08-11 19:23:17,entrega rápida,2017-08-10 00:00:00,5,2,0,0,0,0,0,0,0,1
104,104,Sao Carlos,SC,898,105,satisfeito_com_pedido,satisfeito,2017-10-17 12:56:44.658967,2017-11-01 16:12:39.045912,2017-11-10 00:00:00.000000,17.67,1,59.9,2017-10-17 12:17:14,1,delivered,ferramentas_jardim,341,59,2,2017-11-03 16:37:16,produto ok conforme anunciado entrega rápida recomendo,2017-11-02 00:00:00,5,1,0,0,0,0,0,0,0,2
105,105,Vicosa,MG,365,106,satisfeito_com_pedido,satisfeito,2017-11-08 23:12:12.623425,2017-11-16 18:41:57.809223,2017-11-29 00:00:00.000000,17.95,1,99.9,2017-11-08 23:00:54,1,delivered,moveis_decoracao,1351,52,6,2017-11-17 23:54:16,adorei a mercadoria os espelhos são como os do anúncio a cola é super resistente não solta da parede e vem com uma película de proteção que protege os espelhos contra arranhões recomendo,2017-11-17 00:00:00,5,0,0,0,0,0,0,0,0,3
106,106,Goiania,GO,744,107,satisfeito_com_pedido,antes_prazo,2017-10-30 11:33:30.115668,2017-11-13 19:02:40.572736,2017-11-22 00:00:00.000000,18.94,1,99.9,2017-10-30 10:42:06,1,delivered,cama_mesa_banho,465,50,1,2017-11-17 01:58:48,muito bom e a entrega foi rápida,2017-11-14 00:00:00,5,2,0,0,0,0,0,0,0,1
107,107,Florianopolis,SC,880,108,satisfeito_com_pedido,satisfeito,2017-09-12 00:15:09.739745,2017-09-25 19:37:35.370909,2017-10-02 00:00:00.000000,14.1,1,12.97,2017-09-12 00:06:46,1,delivered,telefonia,1568,56,1,2017-09-27 15:37:00,produto entregue dentro do prazo com preço acessível e boa qualidade parabéns loja baratheon e lannister com,2017-09-26 00:00:00,4,1,0,0,0,0,0,0,0,2
108,108,Aracaju,SE,490,109,problemas_de_entrega,entrega_parcial,2017-12-06 13:12:27.117839,2017-12-26 19:21:57.100821,2018-01-08 00:00:00.000000,71.88,1,69.9,2017-12-05 14:16:13,3,delivered,fashion_roupa_masculina,689,30,2,2017-12-27 23:56:58,foram 3 itens pedidos só foram entregues 2 o item cor coyote não foi entregue os itens foram enviados em embalagens separadas deveriam ter sido enviados todos juntos,2017-12-27 00:00:00,1,0,0,0,0,0,0,3,0,0
109,109,Sao Paulo,SP,58,110,,,2018-03-02 22:29:06.585170,2018-03-16 00:56:24.919726,2018-03-14 00:00:00.000000,8.27,1,45.9,2018-03-02 21:52:33,1,delivered,pet_shop,499,56,4,2018-03-17 00:18:19,achei o tamanho muito pequeno,2018-03-16 00:00:00,3,0,0,1,1,0,1,0,0,0
110,110,Esteio,RS,932,111,problemas_de_entrega,entrega_parcial,2017-12-11 17:50:20.237127,2017-12-27 22:19:17.690985,2018-01-15 00:00:00.000000,14.35,1,29.9,2017-12-11 17:32:18,12,delivered,telefonia,823,57,2,2018-01-02 04:55:54,ainda estou esperando recebi um produto comprei 4,2017-12-28 00:00:00,4,0,1,0,0,0,0,5,0,0
111,111,Sao Jose do Turvo,RJ,271,112,satisfeito_com_pedido,satisfeito,2017-09-21 08:44:29.271403,2017-10-20 12:51:33.064174,2017-10-19 00:00:00.000000,16.79,1,25.9,2017-09-21 08:30:55,1,delivered,eletronicos,568,56,1,2017-10-23 15:11:33,o controle funciona bem,2017-10-21 00:00:00,5,0,0,0,0,0,0,0,0,3
112,112,Sao Paulo,SP,34,113,problemas_de_entrega,atrasado,2017-09-02 12:24:06.493325,2017-09-06 18:32:17.502883,2017-09-26 00:00:00.000000,8.72,1,22.0,2017-09-02 12:09:39,1,delivered,esporte_lazer,183,38,2,2017-09-08 05:01:30,estou a espera de duas torneiras que comprei em julho e até hoje não recebi,2017-09-07 00:00:00,5,0,3,0,0,0,0,0,0,0
113,113,Jau,SP,172,114,problemas_de_entrega,entrega_parcial,2017-10-17 10:28:18.475971,2017-10-20 22:05:20.564269,2017-11-07 00:00:00.000000,14.22,1,29.0,2017-10-17 10:16:16,6,delivered,automotivo,163,60,1,2017-10-24 04:06:05,ta faltando um difusor,2017-10-21 00:00:00,1,0,0,0,0,0,0,3,0,0
114,114,Pinheiral,RJ,271,115,satisfeito_com_pedido,satisfeito,2017-08-01 00:45:18.870684,2017-08-08 20:12:54.463605,2017-08-23 00:00:00.000000,17.95,1,99.99,2017-08-01 00:22:08,1,delivered,cool_stuff,1012,54,1,2017-08-10 05:54:21,linda bolsa,2017-08-09 00:00:00,5,0,0,0,0,0,0,0,0,3
115,115,Gurupi,TO,774,116,satisfeito_com_pedido,satisfeito,2017-05-16 03:22:26.216158,2017-05-24 12:58:24.811651,2017-06-08 00:00:00.000000,27.58,1,148.6,2017-05-12 20:55:01,1,delivered,livros_tecnicos,1106,37,1,2017-06-01 20:06:29,recebi o livro certinho sem nenhuma avaria gostei muito,2017-05-25 00:00:00,5,0,0,0,0,0,0,0,0,3
116,116,Barra Mansa,RJ,273,117,problemas_de_entrega,entrega_parcial,2017-11-29 13:51:23.826551,2017-12-21 23:39:50.000893,2017-12-21 00:00:00.000000,9.03,1,99.0,2017-11-29 13:30:40,2,delivered,cama_mesa_banho,312,55,1,2017-12-28 02:48:15,comprei duas colchas só chegou uma,2017-12-22 00:00:00,3,0,0,0,0,0,0,3,0,0
117,117,Palmeira,PR,841,118,problemas_de_entrega,atrasado,2018-02-22 22:30:23.064385,2018-03-09 14:16:34.818815,2018-03-21 00:00:00.000000,16.16,1,56.99,2018-02-22 22:17:26,1,delivered,cama_mesa_banho,405,50,1,2018-03-20 05:35:50,ate o momento não recebi a minha compra e esta constando no rastreamento que foi entregue,2018-03-10 00:00:00,2,0,2,0,0,1,0,0,0,0
118,118,Maracas,BA,453,119,satisfeito_com_pedido,satisfeito,2017-07-16 16:43:26.728362,2017-07-28 14:44:47.695447,2017-08-17 00:00:00.000000,17.0,1,79.99,2017-07-16 16:29:57,1,delivered,perfumaria,1816,47,2,2017-07-31 17:34:10,muito lindo chegou no prazo,2017-07-29 00:00:00,4,0,0,0,0,0,0,0,0,3
119,119,Sao Paulo,SP,56,120,satisfeito_com_pedido,antes_prazo,2017-12-12 00:32:48.028232,2017-12-22 22:17:31.764236,2018-01-05 00:00:00.000000,16.82,1,170.0,2017-12-12 00:24:30,1,delivered,relogios_presentes,514,35,2,2017-12-24 13:51:43,relógio lindo um pouco menor do que eu esperava mas adorei mesmo assim entrega realizada bem antes do prazo previsto recomendo esta loja,2017-12-23 00:00:00,5,2,0,0,0,0,0,0,0,1
120,120,Petrolina,PE,563,121,problemas_de_qualidade,diferente_do_anunciado,2017-10-06 10:35:34.836348,2017-10-17 21:32:29.438847,2017-11-07 00:00:00.000000,233.59,1,1459.0,2017-10-05 10:28:57,1,delivered,esporte_lazer,1276,59,5,2017-10-20 14:03:54,comprei uma cor e veio outra veio faltando os discos de freio mandei um email assim que abri a embalagem e ate agora nao obtive resposta,2017-10-18 00:00:00,2,0,0,0,2,0,0,1,0,0
121,121,Praia Grande,SP,117,122,problemas_de_entrega,atrasado,2017-11-10 16:56:12.293169,2017-12-01 21:49:50.380848,2017-11-30 00:00:00.000000,17.53,1,112.99,2017-11-10 16:44:53,1,delivered,moveis_escritorio,1141,41,1,2017-12-04 14:36:40,não o abri ainda pois chegou um dia após a data prevista e tive que viajar,2017-12-02 00:00:00,5,0,3,0,0,0,0,0,0,0
122,122,Angra dos Reis,RJ,239,123,problemas_de_entrega,entrega_parcial,2017-07-15 18:55:17.093832,2017-07-24 18:33:41.886241,2017-08-08 00:00:00.000000,18.75,1,189.99,2017-07-15 18:44:39,4,delivered,relogios_presentes,514,35,2,2017-07-26 03:16:24,comprei 2 relógios mas só foi entregue 1,2017-07-25 00:00:00,2,0,0,0,0,0,0,3,0,0
123,123,Duque de Caxias,RJ,252,124,problemas_de_qualidade,devolucao,2017-10-14 03:27:57.770560,2017-10-24 19:35:46.429645,2017-11-13 00:00:00.000000,20.3,1,89.9,2017-10-12 16:40:49,2,delivered,moveis_decoracao,471,59,1,2017-10-28 14:47:16,produto com defeito furado desejo devolução do dinheiro,2017-10-25 00:00:00,1,0,0,0,0,0,0,0,3,0
124,124,Sao Paulo,SP,43,125,satisfeito_com_pedido,satisfeito,2017-09-25 11:15:21.831042,2017-09-30 16:37:48.174481,2017-10-10 00:00:00.000000,9.34,1,34.9,2017-09-25 11:03:21,1,delivered,eletronicos,1710,57,6,2017-10-04 00:10:33,excelente,2017-10-01 00:00:00,5,0,0,0,0,0,0,0,0,3
125,125,RIO DE JANEIRO,RJ,218,126,satisfeito_com_pedido,satisfeito,2018-01-08 23:31:22.705378,2018-01-18 15:33:51.285453,2018-02-06 00:00:00.000000,15.28,1,219.0,2018-01-07 23:36:44,1,delivered,relogios_presentes,611,54,1,2018-01-23 14:06:11,atendeu todas as expectativas entrega rápida produto de qualidade super indico,2018-01-19 00:00:00,5,1,0,0,0,0,0,0,0,2
126,126,Foz do Iguacu,PR,858,127,problemas_de_entrega,atrasado,2018-03-03 22:35:29.991052,2018-04-07 18:56:50.341429,2018-03-27 00:00:00.000000,17.74,1,69.9,2018-03-03 22:20:55,1,delivered,beleza_saude,608,39,1,2018-03-31 16:43:31,produto ainda nao chegou comorei no dia 6 03 mais nada ainda,2018-03-29 00:00:00,1,0,3,0,0,0,0,0,0,0
127,127,Florianopolis,SC,880,128,satisfeito_com_pedido,satisfeito,2018-02-12 15:55:30.113645,2018-02-15 19:08:42.531852,2018-03-01 00:00:00.000000,9.94,1,35.96,2018-02-12 15:43:16,1,delivered,utilidades_domesticas,1210,31,3,2018-02-19 02:02:03,produto de boa qualidade recomendo,2018-02-16 00:00:00,5,0,0,0,0,0,0,0,0,3
128,128,Cachoeira Paulista,SP,126,129,satisfeito_com_pedido,satisfeito,2017-07-07 19:43:02.370532,2017-07-13 17:12:07.118722,2017-07-27 00:00:00.000000,13.72,1,99.99,2017-07-07 19:25:39,1,delivered,cool_stuff,1012,54,1,2017-07-17 23:50:45,boa loja e seguro mas o poblema que tudo tem frete,2017-07-14 00:00:00,4,0,0,0,0,0,1,0,0,2
129,129,Pontal,SP,141,130,satisfeito_com_pedido,satisfeito,2017-08-08 04:23:42.347934,2017-08-15 19:16:40.204944,2017-08-25 00:00:00.000000,11.92,1,59.9,2017-08-07 22:11:36,1,delivered,brinquedos,317,45,5,2017-08-19 15:58:26,excelente,2017-08-16 00:00:00,5,0,0,0,0,0,0,0,0,3
